0001. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932000, Old Node: 1dd6d5c0150, New Node: 1dd6d5c0370
4613. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 0, New Node: 1dd6d5c0150
4614. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0150, New Node: 1dd6d5c0250
4615. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0250, New Node: 1dd6d5c0390
4616. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0390, New Node: 1dd6d5c03d0
4617. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c03d0, New Node: 1dd6d5c02d0
4618. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c03d0
4619. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c03d0, New Node: 1dd6d5c0390
4620. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0390, New Node: 1dd6d5c0250
4621. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0250, New Node: 1dd6d5c0150
4622. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0150, New Node: 0
4623. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 0, New Node: 1dd6d5c0370
4624. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0370, New Node: 1dd6d5c0250
4625. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0250, New Node: 1dd6d5c0390
4626. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0390, New Node: 1dd6d5c02d0
4627. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c0310
4628. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0310, New Node: 1dd6d5c02d0
4629. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c0390
4630. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0390, New Node: 1dd6d5c0250
4631. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0250, New Node: 1dd6d5c0370
4632. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0370, New Node: 0
4633. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 0, New Node: 1dd6d5c0250
4634. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0250, New Node: 1dd6d5c02d0
4635. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c1f90
4636. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c1f90, New Node: 1dd6d5c0310
4637. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0310, New Node: 1dd6d5c1db0
4638. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c1db0, New Node: 1dd6d5c0370
4639. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0370, New Node: 1dd6d5c1dd0
4640. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c1dd0, New Node: 1dd6d5c0390
4641. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0390, New Node: 1dd6d5c2470
4642. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c2470, New Node: 1dd6d5c0390
4643. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0390, New Node: 1dd6d5c22b0
4644. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c22b0, New Node: 1dd6d5c0390
4645. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0390, New Node: 1dd6d5c1dd0
4646. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c1dd0, New Node: 1dd6d5c0370
4647. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0370, New Node: 1dd6d5c1db0
4648. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c1db0, New Node: 1dd6d5c0310
4649. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0310, New Node: 1dd6d5c1f90
4650. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c1f90, New Node: 1dd6d5c02d0
4651. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c0250
4652. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0250, New Node: 0
4653. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 0, New Node: 1dd6d5c0150
4654. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0150, New Node: 1dd6d5c0250
4655. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0250, New Node: 1dd6d5c03b0
4656. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c03b0, New Node: 1dd6d5c0170
4657. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0170, New Node: 1dd6d5c02d0
4658. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c0170
4659. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0170, New Node: 1dd6d5c03b0
4660. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c03b0, New Node: 1dd6d5c0250
4661. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0250, New Node: 1dd6d5c0150
4662. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0150, New Node: 0
4663. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 0, New Node: 1dd6d5c0310
4664. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0310, New Node: 1dd6d5c0150
4665. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0150, New Node: 1dd6d5c0390
4666. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0390, New Node: 1dd6d5c03f0
4667. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c03f0, New Node: 1dd6d5c0250
4668. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0250, New Node: 1dd6d5c03f0
4669. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c03f0, New Node: 1dd6d5c0390
4670. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0390, New Node: 1dd6d5c0150
4671. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0150, New Node: 1dd6d5c0310
4672. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0310, New Node: 0
4673. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0150, New Node: 1dd6d5c0450
4674. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0450, New Node: 1dd6d5c0170
4675. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0170, New Node: 1dd6d5c02d0
4676. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c0250
4677. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0250, New Node: 1dd6d5c0150
4678. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0150, New Node: 1dd6d5c0250
4679. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0250, New Node: 1dd6d5c02d0
4680. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c0170
4681. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0170, New Node: 1dd6d5c0450
4682. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0450, New Node: 0
4683. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 0, New Node: 1dd6d5c02d0
4684. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c0310
4685. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0310, New Node: 1dd6d5c0370
4686. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0370, New Node: 1dd6d5c0390
4687. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0390, New Node: 1dd6d5c0250
4688. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0250, New Node: 1dd6d5c0390
4689. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0390, New Node: 1dd6d5c0370
4690. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0370, New Node: 1dd6d5c0310
4691. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0310, New Node: 1dd6d5c02d0
4692. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c02d0, New Node: 0
4693. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 0, New Node: 1dd6d5c0450
4694. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0450, New Node: 1dd6d5c0150
4695. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0150, New Node: 1dd6d5c0170
4696. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0170, New Node: 1dd6d5c0250
4697. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0250, New Node: 1dd6d5c02d0
4698. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c0250
4699. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0250, New Node: 1dd6d5c0170
4700. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0170, New Node: 1dd6d5c2010
4701. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c2010, New Node: 1dd6d5c0170
4702. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0170, New Node: 1dd6d5c2350
4703. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c2350, New Node: 1dd6d5c0170
4704. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0170, New Node: 1dd6d5c1e30
4705. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c1e30, New Node: 1dd6d5c0170
4706. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0170, New Node: 1dd6d5c2090
4707. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c2090, New Node: 1dd6d5c1e90
4708. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c1e90, New Node: 1dd6d5c03f0
4709. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c03f0, New Node: 1dd6d5c1e90
4710. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c1e90, New Node: 1dd6d5c0370
4711. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0370, New Node: 1dd6d5c1e90
4712. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c1e90, New Node: 1dd6d5c0410
4713. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0410, New Node: 1dd6d5c1e90
4714. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c1e90, New Node: 1dd6d5c0250
4715. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0250, New Node: 1dd6d5c1e90
4716. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c1e90, New Node: 1dd6d5c02d0
4717. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c1e90
4718. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c1e90, New Node: 1dd6d5c2090
4719. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c2090, New Node: 1dd6d5c0170
4720. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0170, New Node: 1dd6d5c1eb0
4721. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c1eb0, New Node: 1dd6d5c0170
4722. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0170, New Node: 1dd6d5c2370
4723. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c2370, New Node: 1dd6d5c0170
4724. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0170, New Node: 1dd6d5c1e10
4725. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c1e10, New Node: 1dd6d5c0170
4726. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0170, New Node: 1dd6d5c2090
4727. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c2090, New Node: 1dd6d5c0250
4728. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0250, New Node: 1dd6d5c20f0
4729. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c20f0, New Node: 1dd6d5c03d0
4730. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c03d0, New Node: 1dd6d5c20f0
4731. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c20f0, New Node: 1dd6d5c02d0
4732. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c20f0
4733. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c20f0, New Node: 1dd6d5c03b0
4734. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c03b0, New Node: 1dd6d5c20f0
4735. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c20f0, New Node: 1dd6d5c02d0
4736. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c20f0
4737. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c20f0, New Node: 1dd6d5c0250
4738. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0250, New Node: 1dd6d5c2090
4739. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c2090, New Node: 1dd6d5c0170
4740. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0170, New Node: 1dd6d5c0150
4741. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0150, New Node: 1dd6d5c0450
4742. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c2390, New Node: 1dd6d5c1eb0
4743. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c1eb0, New Node: 1dd6d5c21d0
4744. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c21d0, New Node: 1dd6d5c1df0
4745. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c1df0, New Node: 1dd6d5c03b0
4746. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c03b0, New Node: 1dd6d5c21f0
4747. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c21f0, New Node: 1dd6d5c1ef0
4748. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c1ef0, New Node: 1dd6d5c23d0
4749. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c23d0, New Node: 1dd6d5c1f90
4750. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c1f90, New Node: 1dd6d5c1f30
4751. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c1f30, New Node: 1dd6d5c1f90
4752. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c1f90, New Node: 1dd6d5c23d0
4753. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c23d0, New Node: 1dd6d5c1ef0
4754. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c1ef0, New Node: 1dd6d5c21f0
4755. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c21f0, New Node: 1dd6d5c03b0
4756. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c03b0, New Node: 1dd6d5c2470
4757. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c2470, New Node: 1dd6d5c1fd0
4758. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c1fd0, New Node: 1dd6d5c24d0
4759. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c24d0, New Node: 1dd6d5c2090
4760. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c2090, New Node: 1dd6d5c24f0
4761. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c24f0, New Node: 1dd6d5c2090
4762. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c2090, New Node: 1dd6d5c24d0
4763. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c24d0, New Node: 1dd6d5c1fd0
4764. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c1fd0, New Node: 1dd6d5c2470
4765. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c2470, New Node: 1dd6d5c03b0
4766. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0410, New Node: 1dd6d5c2090
4767. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c2090, New Node: 1dd6d5c2250
4768. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c2250, New Node: 1dd6d5c2430
4769. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c2430, New Node: 1dd6d5c1e30
4770. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c1e30, New Node: 1dd6d5c21b0
4771. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c21b0, New Node: 1dd6d5c1e30
4772. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c1e30, New Node: 1dd6d5c2430
4773. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c2430, New Node: 1dd6d5c2250
4774. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c2250, New Node: 1dd6d5c2090
4775. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c2090, New Node: 1dd6d5c0410
4776. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0410, New Node: 1dd6d5c1dd0
4777. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c1dd0, New Node: 1dd6d5c1ed0
4778. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c1ed0, New Node: 1dd6d5c2450
4779. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c2450, New Node: 1dd6d5c1db0
4780. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c1db0, New Node: 1dd6d5c20d0
4781. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c20d0, New Node: 1dd6d5c1db0
4782. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c1db0, New Node: 1dd6d5c2450
4783. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c2450, New Node: 1dd6d5c1ed0
4784. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c1ed0, New Node: 1dd6d5c1dd0
4785. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c1dd0, New Node: 1dd6d5c0410
4786. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0410, New Node: 1dd6d5c2410
4787. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c2410, New Node: 1dd6d5c2350
4788. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c2350, New Node: 1dd6d5c1eb0
4789. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c1eb0, New Node: 1dd6d5c1e90
4790. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c1e90, New Node: 1dd6d5c2190
4791. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c2190, New Node: 1dd6d5c1e90
4792. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c1e90, New Node: 1dd6d5c02d0
4793. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c1e90
4794. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0310, New Node: 1dd6d5c0150
4795. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0150, New Node: 1dd6d5c0310
4796. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0310, New Node: 1dd6d5c0170
4797. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0170, New Node: 1dd6d5c0310
4798. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0310, New Node: 1dd6d5c1dd0
4799. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c1dd0, New Node: 1dd6d5c02d0
4800. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c20f0
4801. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c20f0, New Node: 1dd6d5c02d0
4802. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c2350
4803. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c2350, New Node: 1dd6d5c02d0
4804. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c1e70
4805. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c1e70, New Node: 1dd6d5c02d0
4806. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c1fd0
4807. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c1fd0, New Node: 1dd6d5c0310
4808. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c0310, New Node: 1dd6d5c20d0
4809. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932062, Old Node: 1dd6d5c20d0, New Node: 1dd6d5c0150
